asset_id,asset_type,building,criticality,asset_age_years,previous_failures,days_since_maintenance,maintenance_count_12m,complaints_30d,severity,usage_hours_day,failure_next_30d
AST-0694,Security/CCTV,Science Block,Low,9.2,5,62,0,0,1,13.2,1
AST-0695,Civil,Science Block,Critical,1.1,0,216,4,0,3,4.7,1
AST-0696,HVAC,Science Block,Critical,0.7,0,94,3,1,4,9,1
AST-0697,Security/CCTV,Boys Hostel,High,4.6,4,76,2,0,2,8.6,1
AST-0698,Plumbing,Main Library,Critical,6.8,4,224,2,0,4,21,1
AST-0699,Furniture,Block A,High,7.9,4,108,4,1,2,16.5,1
AST-0700,Electrical,Girls Hostel,Critical,8.6,4,45,3,0,4,10.7,1
AST-0701,Civil,Block A,Medium,3,0,86,2,0,2,23.9,0
AST-0702,Furniture,Science Block,Low,0.9,1,166,0,1,5,13.3,1
AST-0703,Lab Equipment,Science Block,Low,0.6,1,174,3,2,4,14.8,1
AST-0704,HVAC,Girls Hostel,Critical,7.6,2,208,3,1,4,20.4,0
AST-0705,Civil,Boys Hostel,Critical,7.2,4,253,1,0,1,4.1,0
AST-0706,Civil,Block C,Medium,3.4,1,301,3,0,2,13.6,0
AST-0707,Furniture,Block C,Critical,1.6,0,109,1,1,2,18.4,0
AST-0708,Furniture,Science Block,High,2.4,2,200,4,1,3,12.8,0
AST-0709,Furniture,Main Library,Low,3.2,3,258,4,0,2,13.8,0
AST-0710,Elevator,Science Block,Medium,6.4,3,112,2,1,2,6.8,1
AST-0711,Civil,Main Library,Medium,6.3,4,229,2,0,1,16.6,1
AST-0712,Furniture,Girls Hostel,Critical,6.8,5,201,2,0,2,23.8,1
AST-0713,HVAC,Auditorium,Low,8.2,3,66,4,0,1,7.6,0
AST-0714,Security/CCTV,Block B,Low,6,2,188,3,0,3,5.1,1
AST-0715,HVAC,Block A,Medium,5.4,3,179,1,0,1,5.9,1
AST-0716,Security/CCTV,Boys Hostel,Medium,4.6,3,235,0,0,3,23.5,1
AST-0717,Civil,Girls Hostel,Medium,6.2,3,347,3,0,5,20.3,1
AST-0718,Furniture,Boys Hostel,Low,7.6,4,212,3,0,3,14.1,1
AST-0719,Lab Equipment,Girls Hostel,Critical,6.1,2,306,4,1,3,17.3,1
AST-0720,Plumbing,Main Library,Low,1.6,0,57,4,0,5,8.2,0
AST-0721,HVAC,Block A,Low,9.1,3,189,1,0,1,13.8,1
AST-0722,Elevator,Block B,Critical,8.1,4,88,3,1,3,6.7,1
AST-0723,Plumbing,Girls Hostel,Low,7.5,4,132,1,1,3,10.8,0
AST-0724,Lab Equipment,Auditorium,High,4.7,3,349,1,0,5,22.3,1
AST-0725,Civil,Block A,Medium,4.2,3,138,0,0,1,21.7,0
AST-0726,HVAC,Girls Hostel,Medium,1.2,0,198,2,2,4,15.9,1
AST-0727,Furniture,Auditorium,Low,4.3,2,238,4,0,2,4.1,0
AST-0728,Electrical,Boys Hostel,High,8.5,3,219,1,0,4,23.3,1
AST-0729,Elevator,Boys Hostel,Low,1.7,1,152,3,0,1,15.8,1
AST-0730,Civil,Block B,Critical,2.5,2,134,4,1,4,10.8,0
AST-0731,HVAC,Main Library,Critical,8.9,3,154,4,0,4,10.1,0
AST-0732,HVAC,Auditorium,Low,5.5,2,71,0,1,3,11.3,1
AST-0733,Lab Equipment,Main Library,Medium,7.6,5,339,1,3,2,17.1,1
AST-0734,HVAC,Block C,Low,8,5,38,1,2,5,11.5,1
AST-0735,Lab Equipment,Block B,Low,8.4,3,22,0,0,5,19.6,1
AST-0736,Plumbing,Girls Hostel,Critical,6,4,266,1,2,4,22.7,1
AST-0737,Security/CCTV,Girls Hostel,High,6.1,2,170,4,0,5,10.2,1
AST-0738,Lab Equipment,Science Block,Low,3.3,3,92,4,1,4,17,1
AST-0739,Civil,Girls Hostel,High,4.5,3,228,1,0,1,17.1,1
AST-0740,Civil,Auditorium,Critical,0.9,1,234,4,0,2,9.4,0
AST-0741,Furniture,Boys Hostel,Critical,4.4,1,221,3,0,1,11.9,1
AST-0742,Elevator,Block C,Low,3.9,2,117,4,1,1,4.3,0
AST-0743,HVAC,Girls Hostel,Critical,6.1,3,236,0,0,2,13.9,0
AST-0744,Civil,Auditorium,Medium,4.1,2,187,3,1,3,7.4,0
AST-0745,Furniture,Block B,Critical,7.9,5,206,4,2,5,19.1,1
AST-0746,Furniture,Science Block,Low,1,1,258,1,0,2,12.9,0
AST-0747,Elevator,Boys Hostel,Medium,5.9,3,174,0,0,5,4.7,1
AST-0748,Lab Equipment,Girls Hostel,Low,5.5,2,305,0,0,5,12.1,1
AST-0749,Elevator,Block B,Critical,5.5,4,59,0,0,4,6.1,1
AST-0750,Lab Equipment,Block B,High,6,3,281,4,1,4,6.2,1
AST-0751,HVAC,Main Library,Critical,4.8,4,148,2,0,4,10,1
AST-0752,Lab Equipment,Girls Hostel,Low,2.4,2,120,0,0,1,15.5,1
AST-0753,Elevator,Auditorium,High,4.8,3,359,2,2,5,6.7,1
AST-0754,Plumbing,Block A,High,3.9,3,230,0,1,3,4.1,0
AST-0755,Lab Equipment,Boys Hostel,Medium,9.5,4,327,2,0,1,23.9,1
AST-0756,HVAC,Boys Hostel,Low,4.7,4,315,2,0,1,5.1,1
AST-0757,Plumbing,Block B,Low,4.2,1,12,0,1,2,16.8,0
AST-0758,Lab Equipment,Main Library,Medium,9.3,5,14,3,0,2,11.3,0
AST-0759,Elevator,Block C,Critical,5.7,3,191,4,1,2,23.8,1
AST-0760,HVAC,Block A,Critical,2.1,2,155,3,1,4,21.2,1
AST-0761,Civil,Science Block,High,1.4,0,40,0,0,4,21.7,1
AST-0762,Lab Equipment,Block C,Medium,8.4,3,140,4,0,3,23,0
AST-0763,Lab Equipment,Block C,Medium,7.2,4,131,3,1,2,23,1
AST-0764,Civil,Block B,Medium,7.8,5,286,0,0,3,21.3,1
AST-0765,Civil,Science Block,Critical,4.4,1,33,4,0,3,17,1
AST-0766,Security/CCTV,Block A,High,1.3,1,162,4,0,1,7.2,1
AST-0767,Elevator,Block A,Medium,3.8,0,137,0,1,5,21.6,0
AST-0768,HVAC,Block A,High,7.3,3,164,0,0,1,16.5,1
AST-0769,Furniture,Auditorium,Medium,3.6,3,120,4,1,3,21.7,0
AST-0770,Elevator,Girls Hostel,Medium,6.7,4,32,1,2,1,19.8,1
AST-0771,Electrical,Girls Hostel,Critical,5.6,2,39,1,0,1,17.5,1
AST-0772,Lab Equipment,Girls Hostel,Low,9.6,4,117,0,0,1,5.9,1
AST-0773,Electrical,Block A,Critical,6.7,3,227,1,1,1,13.1,1
AST-0774,Civil,Block B,Low,4.8,2,327,3,1,4,15.1,1
AST-0775,Lab Equipment,Science Block,Low,8.6,4,11,2,0,4,20,1
AST-0776,Elevator,Main Library,Low,5.2,4,18,0,0,5,16,1
AST-0777,Civil,Block C,Low,3.2,2,339,2,1,1,15.2,1
AST-0778,Electrical,Main Library,Medium,2.2,0,259,3,0,4,17.7,0
AST-0779,Electrical,Main Library,High,2.9,1,38,0,1,3,4.4,0
AST-0780,Security/CCTV,Girls Hostel,Low,4.2,3,243,0,0,2,23.6,1
AST-0781,Electrical,Auditorium,Low,4.3,4,237,1,0,1,10.8,0
AST-0782,Security/CCTV,Science Block,Low,5.6,3,252,3,0,2,7.2,1
AST-0783,Electrical,Auditorium,High,2.9,0,153,4,1,1,5.7,0
AST-0784,Electrical,Boys Hostel,High,4.8,4,262,2,0,2,4.8,1
AST-0785,HVAC,Girls Hostel,Critical,5,2,102,4,0,3,13.5,1
AST-0786,Elevator,Boys Hostel,Medium,4.2,4,317,2,0,3,22.5,1
AST-0787,Furniture,Science Block,Critical,3.6,2,345,3,0,1,7.1,1
AST-0788,Furniture,Block C,High,3,1,250,1,1,3,11.3,1
AST-0789,Plumbing,Main Library,High,8.5,5,40,0,0,3,14.1,1
AST-0790,Civil,Main Library,Medium,6.7,2,117,1,1,1,8.9,0
AST-0791,Electrical,Block A,Low,5.8,2,343,0,1,4,21.6,0
AST-0792,Security/CCTV,Auditorium,High,6.4,3,337,0,0,2,5.5,1
AST-0793,Electrical,Block A,Medium,6.9,4,329,4,0,4,7.8,0
AST-0794,Furniture,Block C,Critical,9.3,5,272,2,1,1,16.4,1
AST-0795,Civil,Girls Hostel,Low,0.6,0,73,3,4,2,19.1,1
AST-0796,Plumbing,Block A,High,2.4,1,151,1,0,4,14.7,1
AST-0797,Lab Equipment,Block A,Medium,3.7,1,239,1,1,1,14.7,1
AST-0798,Plumbing,Science Block,Critical,0.9,1,78,3,0,4,7.9,0
AST-0799,Electrical,Science Block,High,0.7,0,33,1,0,3,20.6,0
AST-0800,Plumbing,Science Block,Low,2.8,2,170,3,0,2,12,1
AST-0801,Civil,Block C,Medium,3.1,1,92,1,0,5,20,0
AST-0802,Elevator,Girls Hostel,Low,3,1,346,1,0,4,16.7,1
AST-0803,HVAC,Block B,High,2.3,0,157,0,0,4,10.1,1
AST-0804,Electrical,Block C,High,9.4,5,256,0,3,1,13.8,1
AST-0805,Electrical,Auditorium,Low,2.6,1,55,3,0,2,21.4,1
AST-0806,Furniture,Boys Hostel,Low,1.8,2,184,2,1,5,9.3,1
AST-0807,Plumbing,Block A,Low,3.2,2,91,3,0,5,21.6,0
AST-0808,Plumbing,Main Library,Medium,0.9,0,287,3,1,1,9.7,1
AST-0809,Lab Equipment,Boys Hostel,Critical,9.7,5,142,2,1,5,19,1
AST-0810,Security/CCTV,Auditorium,High,9.7,4,226,2,0,1,5.7,0
AST-0811,Security/CCTV,Boys Hostel,High,6.6,4,46,2,0,3,22.8,0
AST-0812,Lab Equipment,Block C,Medium,2.2,1,317,1,1,5,18.6,1
AST-0813,Furniture,Block C,High,5.1,3,61,4,2,1,18.2,1
AST-0814,Civil,Block B,Low,4.5,3,277,4,1,2,13.4,1
AST-0815,Security/CCTV,Boys Hostel,High,0.6,0,189,3,0,4,11.3,1
AST-0816,Security/CCTV,Main Library,Low,5,4,93,2,0,1,10.3,0
AST-0817,Lab Equipment,Science Block,Low,4.7,3,152,3,0,2,19.5,1
AST-0818,Civil,Block A,High,6.1,3,243,4,0,4,5.2,1
AST-0819,Furniture,Block C,Medium,3.6,1,103,2,2,2,19.3,0
AST-0820,Furniture,Girls Hostel,Low,4.4,2,307,3,0,5,18.9,0
AST-0821,Electrical,Auditorium,High,4.9,3,307,4,1,1,12.3,1
AST-0822,Security/CCTV,Science Block,Low,8.2,4,161,0,0,4,22.9,1
AST-0823,Elevator,Block A,Low,6.7,3,285,4,0,5,20.3,1
AST-0824,Security/CCTV,Boys Hostel,Medium,6.7,4,94,3,1,2,23.4,0
AST-0825,HVAC,Girls Hostel,High,4.5,1,250,1,0,5,6.6,1
AST-0826,Electrical,Boys Hostel,High,9.1,5,168,1,0,1,17.6,1
AST-0827,Furniture,Science Block,High,6.2,3,352,1,1,3,21,1
AST-0828,Plumbing,Auditorium,Low,6.3,3,157,1,0,1,9.7,1
AST-0829,Elevator,Auditorium,Critical,1.4,1,237,3,0,1,12.8,1
AST-0830,Elevator,Block B,Medium,9.9,5,233,4,0,2,4.2,1
AST-0831,HVAC,Science Block,Critical,1.2,0,141,3,1,1,14.9,0
AST-0832,HVAC,Main Library,Low,5.8,4,55,0,0,1,10.4,1
AST-0833,Security/CCTV,Science Block,Critical,3.1,1,215,4,0,4,14,1
AST-0834,Elevator,Girls Hostel,Low,9.3,6,257,1,2,5,16.9,1
AST-0835,Electrical,Block A,Low,9.2,5,41,4,1,1,20.1,1
AST-0836,Electrical,Girls Hostel,Medium,9.3,4,299,1,0,2,7.8,1
AST-0837,Electrical,Auditorium,Medium,3.5,2,180,4,0,3,11.1,0
AST-0838,Plumbing,Girls Hostel,Critical,3.5,3,79,4,1,5,18,0
AST-0839,Civil,Main Library,Critical,3.2,3,323,2,1,4,20.4,1
AST-0840,Furniture,Girls Hostel,Low,6.3,2,348,2,0,5,23.9,1
AST-0841,HVAC,Science Block,High,5.8,3,234,0,1,3,17.3,1
AST-0842,Plumbing,Block C,Critical,2.9,1,72,3,0,2,5.6,0
AST-0843,Elevator,Science Block,High,6,2,237,3,0,4,18.8,1
AST-0844,Civil,Girls Hostel,Critical,8.8,5,29,1,0,5,16.8,1
AST-0845,Security/CCTV,Main Library,Critical,5.2,4,158,1,0,2,4.5,1
AST-0846,Electrical,Girls Hostel,High,0.5,1,281,0,0,5,6.1,1
AST-0847,Furniture,Block B,Low,7,3,312,2,1,1,4.3,1
AST-0848,Civil,Boys Hostel,Low,2,1,257,3,1,2,11.4,0
AST-0849,Lab Equipment,Block B,High,4.1,3,31,1,1,4,13.1,1
AST-0850,Civil,Block B,Critical,0.9,0,53,0,0,4,9,0
AST-0851,Lab Equipment,Science Block,High,6,3,84,0,1,4,23.7,0
AST-0852,Lab Equipment,Boys Hostel,Critical,1.7,0,123,4,0,2,5.8,1
AST-0853,Furniture,Science Block,Critical,4.6,3,340,0,0,2,7.7,1
AST-0854,Lab Equipment,Girls Hostel,High,3.7,1,203,2,0,4,13.8,1
AST-0855,Civil,Auditorium,Medium,9.6,4,309,2,2,2,5.5,1
AST-0856,Elevator,Block B,Low,6,2,68,4,1,3,22,0
AST-0857,Furniture,Girls Hostel,Medium,10,6,261,0,1,4,14.7,1
AST-0858,Civil,Block A,Critical,1.3,0,137,2,0,1,14.2,0
AST-0859,Security/CCTV,Science Block,Low,4.9,2,185,0,0,1,15.5,1
AST-0860,Civil,Block C,Medium,9.4,4,317,4,0,4,4.2,0
AST-0861,Security/CCTV,Science Block,Medium,7.8,3,72,2,1,1,11.6,0
AST-0862,Lab Equipment,Boys Hostel,Medium,9.4,3,198,0,0,3,6.6,1
AST-0863,Civil,Science Block,Critical,4.7,2,130,2,0,5,22,0
AST-0864,Civil,Main Library,High,8.1,4,199,1,1,2,18.3,1
AST-0865,Civil,Block A,Critical,6.3,4,337,2,0,3,5.2,0
AST-0866,Security/CCTV,Girls Hostel,Critical,7.5,2,142,2,1,3,19,1
AST-0867,Security/CCTV,Auditorium,High,1.8,1,314,0,0,3,18.7,1
AST-0868,HVAC,Main Library,Medium,0.6,2,318,0,1,5,17.4,1
AST-0869,Security/CCTV,Main Library,Medium,8.8,5,92,1,1,5,4.2,1
AST-0870,Plumbing,Girls Hostel,Medium,5.3,4,284,1,2,1,20.8,1
AST-0871,HVAC,Girls Hostel,High,3.9,2,61,0,0,3,18.6,1
AST-0872,Elevator,Girls Hostel,Critical,1.1,0,140,2,0,4,16.2,0
AST-0873,Plumbing,Main Library,Low,8.8,5,314,1,0,3,5.3,0
AST-0874,Security/CCTV,Block A,Critical,7.3,3,107,1,0,2,4.7,1
AST-0875,Plumbing,Block C,Medium,1,0,264,4,0,1,7.1,1
AST-0876,Lab Equipment,Boys Hostel,Low,2.5,1,162,0,0,1,20.4,1
AST-0877,Lab Equipment,Main Library,Critical,6.7,3,266,0,1,3,14.7,1
AST-0878,Civil,Main Library,High,5,3,325,2,0,1,14.7,1
AST-0879,HVAC,Science Block,Low,8,3,327,0,0,4,21.5,1
AST-0880,Lab Equipment,Science Block,Low,8,4,347,1,1,4,6.4,1
AST-0881,Civil,Auditorium,High,1.9,0,241,3,0,5,15.8,0
AST-0882,Security/CCTV,Block A,Critical,1.2,0,271,2,2,2,6.5,1
AST-0883,HVAC,Block B,Medium,7.2,4,136,0,0,3,22.7,1
AST-0884,Furniture,Block B,Medium,3,2,283,0,0,5,19.6,1
AST-0885,Furniture,Block B,High,8.6,4,82,0,2,1,16.4,1
AST-0886,Lab Equipment,Block B,Medium,2.1,0,359,2,0,1,7.3,1
AST-0887,Electrical,Science Block,Low,8.8,3,130,1,0,3,13.2,0
AST-0888,HVAC,Girls Hostel,High,7.1,4,218,2,0,2,14.4,1
AST-0889,Civil,Block B,High,3.4,3,342,3,1,1,5.1,1
AST-0890,Lab Equipment,Boys Hostel,Medium,5.4,3,258,2,0,4,15.1,1
AST-0891,Elevator,Boys Hostel,High,5.7,4,233,4,0,2,8.5,0
AST-0892,Civil,Block C,High,6.4,3,144,3,0,2,6.2,0
AST-0893,Civil,Main Library,High,8.8,4,92,2,0,5,22.2,1
AST-0894,Elevator,Block A,High,0.6,0,299,1,2,4,10.4,1
AST-0895,Elevator,Science Block,Critical,5.4,2,329,4,0,4,20,1
AST-0896,Elevator,Boys Hostel,Low,1.1,1,169,0,0,1,14.7,0
AST-0897,Furniture,Girls Hostel,Critical,6.3,5,285,0,2,4,14.7,1
AST-0898,HVAC,Main Library,Low,1.5,1,81,0,0,5,9.8,1
AST-0899,Plumbing,Block C,Low,4.4,2,46,0,1,4,10.9,0
AST-0900,Elevator,Boys Hostel,Medium,2.1,2,183,2,0,5,6.9,1
AST-0901,HVAC,Block A,Critical,5,3,64,0,0,3,21.9,0
AST-0902,Furniture,Science Block,Medium,4.4,1,184,1,1,1,17.4,1
AST-0903,Electrical,Boys Hostel,Critical,6.8,4,279,0,0,4,20.9,1
AST-0904,HVAC,Main Library,Medium,2,1,124,1,1,1,23.3,1
AST-0905,Security/CCTV,Block B,Low,7.4,4,247,4,0,4,4.8,1
AST-0906,Plumbing,Main Library,Low,9.2,3,260,4,0,3,14.7,1
AST-0907,Plumbing,Science Block,High,3.9,1,109,2,0,3,23.2,1
AST-0908,Civil,Boys Hostel,Low,7.6,4,235,4,1,1,10,1
AST-0909,Civil,Boys Hostel,Medium,9.2,4,223,2,0,1,4.6,1
AST-0910,Electrical,Science Block,Critical,7.8,3,215,0,0,1,17.7,1
AST-0911,HVAC,Girls Hostel,Critical,4.3,1,172,2,1,2,14.3,1
AST-0912,Elevator,Auditorium,Medium,5.3,4,343,4,1,1,10.9,1
AST-0913,HVAC,Main Library,Critical,7.9,4,103,2,1,5,22.3,1
AST-0914,Elevator,Auditorium,Critical,8.3,3,87,1,0,3,6.5,1
AST-0915,Lab Equipment,Science Block,Critical,0.7,1,15,0,1,1,22.8,1
AST-0916,Security/CCTV,Block B,High,6.3,2,40,0,0,2,5.2,1
AST-0917,Civil,Boys Hostel,Critical,2.5,1,292,1,1,2,16.6,1
AST-0918,Security/CCTV,Science Block,Low,4.8,2,335,2,1,3,4.1,1
AST-0919,Civil,Boys Hostel,Medium,0.6,1,357,0,1,5,21.3,1
AST-0920,Civil,Auditorium,Medium,7.2,5,272,3,1,4,22.9,0
AST-0921,Electrical,Main Library,Medium,8.5,4,158,0,0,2,15.1,1
AST-0922,Plumbing,Block A,Medium,9.4,5,244,2,1,3,19,1
AST-0923,Security/CCTV,Boys Hostel,High,9.2,6,282,4,1,2,7,1
AST-0924,Furniture,Main Library,High,9.6,3,103,1,0,5,20.4,1
AST-0925,Civil,Block C,Low,4.5,2,148,1,1,1,16.7,0
AST-0926,Electrical,Block B,High,9.5,6,349,1,0,1,20.4,1
AST-0927,Civil,Block C,Critical,1.6,1,190,4,0,2,22.4,1
AST-0928,Security/CCTV,Boys Hostel,Medium,9.8,6,169,1,0,2,15,1
AST-0929,Civil,Auditorium,High,2.9,1,86,1,1,5,23.2,0
AST-0930,Lab Equipment,Auditorium,Low,1.8,2,117,0,0,4,21.7,1
AST-0931,Plumbing,Girls Hostel,Critical,2.9,0,87,0,0,4,12.7,1
AST-0932,Civil,Science Block,Critical,8.8,6,54,3,0,1,13.1,1
AST-0933,Electrical,Block B,Medium,8.2,3,200,0,0,3,6.2,1
AST-0934,Civil,Auditorium,High,8.1,5,57,2,0,1,9.9,1
AST-0935,Plumbing,Boys Hostel,Medium,6.7,3,194,1,0,3,6.4,1
AST-0936,Security/CCTV,Science Block,Critical,1,0,322,2,1,4,23.7,0
AST-0937,Elevator,Girls Hostel,Low,8.4,3,94,2,0,2,6.8,1
AST-0938,Electrical,Science Block,Low,4.6,1,267,0,1,4,23,0
AST-0939,HVAC,Science Block,Low,2.8,1,109,2,1,5,18.5,1
AST-0940,Plumbing,Block A,Medium,2.2,0,179,2,0,5,19.2,1
AST-0941,Lab Equipment,Auditorium,Medium,2.2,1,204,0,1,4,17.9,1
AST-0942,Elevator,Girls Hostel,Critical,8.6,6,55,1,0,5,19.3,1
AST-0943,Plumbing,Block A,Medium,3.6,1,299,2,1,1,12,0
AST-0944,Furniture,Girls Hostel,High,3.2,2,230,1,0,3,18.8,1
AST-0945,HVAC,Science Block,Critical,4.1,3,294,3,1,3,23.1,1
AST-0946,Security/CCTV,Block A,Low,7.7,4,131,1,0,3,12.9,1
AST-0947,Plumbing,Science Block,High,3.4,1,106,0,0,1,17.8,0
AST-0948,Elevator,Boys Hostel,Medium,8.4,5,233,0,0,3,9.4,1
AST-0949,Elevator,Auditorium,High,3.3,2,338,2,0,4,21.3,1
AST-0950,HVAC,Block A,Medium,1.8,1,187,0,1,4,5.5,0
AST-0951,Furniture,Science Block,Critical,2.2,1,347,3,1,2,16.3,1
AST-0952,HVAC,Block C,Critical,0.8,2,208,1,0,1,13.7,0
AST-0953,Security/CCTV,Auditorium,High,5.9,2,190,4,0,4,8.9,1
AST-0954,HVAC,Boys Hostel,Low,7.1,3,128,3,1,3,14.2,1
AST-0955,Furniture,Auditorium,High,8,5,230,1,0,3,12.5,0
AST-0956,HVAC,Block C,Low,6.4,4,75,4,1,1,20.7,1
AST-0957,HVAC,Main Library,Critical,5.2,4,264,1,0,1,6,1
AST-0958,Lab Equipment,Girls Hostel,Critical,6.8,4,327,0,1,2,5.7,1
AST-0959,Furniture,Main Library,Critical,8.9,4,358,1,2,4,9.1,1
AST-0960,Furniture,Auditorium,Critical,6.1,3,295,0,0,5,8,1
AST-0961,Civil,Girls Hostel,High,6.5,4,351,1,0,1,8.3,1
AST-0962,Elevator,Science Block,Medium,7.5,3,65,1,0,3,16.4,1
AST-0963,Civil,Girls Hostel,Critical,9.3,4,41,4,1,4,7,1
AST-0964,Lab Equipment,Girls Hostel,Low,5.7,2,168,3,0,3,23,1
AST-0965,Electrical,Main Library,Critical,1.6,0,23,2,0,5,13.4,1
AST-0966,HVAC,Auditorium,Low,4.7,3,94,2,0,1,19.4,0
AST-0967,Plumbing,Block B,High,2.9,0,148,4,1,4,22.9,0
AST-0968,Security/CCTV,Block B,Critical,2,2,242,0,0,5,18.1,1
AST-0969,Civil,Boys Hostel,Medium,9.4,6,201,1,0,2,13.5,1
AST-0970,Furniture,Auditorium,Low,3.5,2,25,4,0,1,8.9,0
AST-0971,Plumbing,Science Block,Low,3.2,3,88,4,0,2,14.7,0
AST-0972,Security/CCTV,Block B,Low,6.1,4,279,0,1,1,22.8,1
AST-0973,Furniture,Main Library,High,7.9,3,192,3,0,5,15.9,1
AST-0974,Security/CCTV,Main Library,Medium,0.7,0,296,4,0,4,21.4,1
AST-0975,Electrical,Science Block,High,7.5,4,43,0,1,4,7.7,1
AST-0976,Elevator,Block A,Critical,4,1,356,2,1,1,15.9,0
AST-0977,Electrical,Boys Hostel,Critical,1.3,0,21,0,4,1,4.2,1
AST-0978,Security/CCTV,Block B,High,9,4,171,0,1,2,10.7,1
AST-0979,Plumbing,Boys Hostel,Medium,8.6,3,86,2,0,2,10.6,0
AST-0980,Furniture,Boys Hostel,Medium,0.9,0,322,4,2,3,8.3,0
AST-0981,Elevator,Block C,Medium,6.9,5,17,1,1,3,10,1
AST-0982,Lab Equipment,Block C,Critical,8.6,5,68,0,1,3,5.1,1
AST-0983,Furniture,Main Library,Low,1.4,2,121,4,0,4,16.7,1
AST-0984,Security/CCTV,Block B,High,1.9,0,35,2,0,2,5.6,0
AST-0985,Furniture,Block A,Critical,5.5,2,68,1,1,4,23.6,1
AST-0986,Security/CCTV,Block A,Medium,8.2,4,174,1,0,3,15,1
AST-0987,Security/CCTV,Boys Hostel,Low,3.1,3,49,0,0,4,17.4,1
AST-0988,Elevator,Boys Hostel,Critical,9.9,6,97,2,0,1,4.9,1
AST-0989,HVAC,Block B,Low,7.4,4,302,0,0,2,5.8,1
AST-0990,Lab Equipment,Science Block,Low,4.3,3,189,1,1,2,18.8,0
AST-0991,Lab Equipment,Block C,Low,6.5,5,12,4,1,2,21.3,1
AST-0992,Security/CCTV,Science Block,Low,4,3,34,0,1,1,14,0
AST-0993,Plumbing,Block A,Medium,2.5,3,298,0,1,4,11,0
AST-0994,Plumbing,Boys Hostel,Critical,9.1,4,24,0,0,4,18.7,1
AST-0995,Lab Equipment,Block C,Low,9.3,4,111,1,0,1,4.8,0
AST-0996,Elevator,Science Block,Low,4.5,1,133,4,0,5,20.3,1
AST-0997,Security/CCTV,Main Library,Medium,8.4,3,63,0,0,4,16,1
AST-0998,Security/CCTV,Block A,Critical,3.1,2,145,0,0,5,13.3,1
AST-0999,Electrical,Block C,Medium,6.5,4,43,0,0,5,11.5,1
AST-1000,Electrical,Block A,Critical,7.2,4,24,0,0,1,15.1,0
AST-1001,Lab Equipment,Block B,Medium,8.3,4,241,2,0,4,21.2,1
AST-1002,Electrical,Science Block,Low,5.8,2,162,1,0,3,21.1,1
AST-1003,Plumbing,Boys Hostel,Low,6,3,316,4,1,1,9.4,1
AST-1004,Civil,Science Block,Critical,3.6,2,59,1,1,5,14.2,1
AST-1005,Elevator,Block B,Medium,7.7,3,332,2,1,3,22.4,1
AST-1006,Civil,Girls Hostel,Critical,9.3,5,134,4,0,5,22.9,0
AST-1007,HVAC,Girls Hostel,Critical,6.3,3,59,2,0,5,10,0
AST-1008,Elevator,Auditorium,Critical,9.7,5,320,4,0,1,22.6,1
AST-1009,Lab Equipment,Block C,Critical,5.6,2,149,2,0,1,17.2,0
AST-1010,Elevator,Block A,Medium,5.8,3,229,2,0,5,14,1
AST-1011,Elevator,Girls Hostel,Low,5.7,2,99,0,1,5,8.6,1
AST-1012,HVAC,Block A,High,8.7,5,309,2,1,4,6.7,1
AST-1013,Elevator,Main Library,High,8.7,5,76,1,0,1,20.8,1
AST-1014,Elevator,Science Block,Medium,1.8,0,355,4,0,5,11.2,0
AST-1015,Civil,Boys Hostel,High,8.4,5,315,3,0,1,5.4,1
AST-1016,Security/CCTV,Girls Hostel,Low,9.9,4,153,4,1,2,14.8,0
AST-1017,Plumbing,Girls Hostel,High,9.3,3,264,3,0,5,23.7,1
AST-1018,Civil,Auditorium,High,2.4,2,45,3,2,1,6.6,0
AST-1019,Security/CCTV,Main Library,Low,1.9,1,199,0,1,1,17.1,1
AST-1020,Plumbing,Girls Hostel,High,8.5,4,340,0,1,5,23.3,1
AST-1021,Electrical,Science Block,Critical,8.3,4,332,2,0,5,22.9,1
AST-1022,Elevator,Auditorium,Medium,1.2,1,22,2,0,3,22.1,0
AST-1023,Furniture,Auditorium,High,0.8,0,215,2,1,4,11.7,1
AST-1024,Lab Equipment,Block C,High,4,1,64,4,0,4,11,1
AST-1025,Furniture,Auditorium,Medium,3.1,3,200,4,0,3,6.3,0
AST-1026,Security/CCTV,Girls Hostel,Medium,4.4,3,213,4,1,2,18.4,1
AST-1027,Elevator,Block B,Medium,6.4,3,239,1,0,2,4.4,1
AST-1028,Lab Equipment,Block B,Low,3.9,3,71,0,1,2,8.6,1
AST-1029,Civil,Block A,Critical,8.6,4,301,3,2,2,12.8,1
AST-1030,Civil,Main Library,Critical,6.9,3,178,1,0,2,20,1
AST-1031,Elevator,Block A,Low,3.5,1,208,4,0,5,23,1
AST-1032,Lab Equipment,Science Block,High,4.3,3,68,3,2,5,15.2,1
AST-1033,Electrical,Science Block,High,0.5,1,227,0,0,1,6.8,1
AST-1034,Electrical,Block A,High,1.5,2,150,1,0,4,21.2,0
AST-1035,Security/CCTV,Science Block,High,8.3,5,344,4,0,4,24,1
AST-1036,Electrical,Block B,High,4.7,2,40,2,1,2,22.7,0
AST-1037,Electrical,Block C,Critical,9.4,5,109,1,2,3,16.7,1
AST-1038,Plumbing,Girls Hostel,Critical,4.8,3,269,0,0,2,14.6,0
AST-1039,HVAC,Block B,Critical,3.5,1,109,0,0,3,9.7,0
